i,habitat_cells,matrix_alpha,habitat_alpha,ratio,eca
28,9052,4132,768,0.18593443208187072,474.2604562113058
43,10876,392,73,0.18593443208187072,77.517350541356
7,8352,2108,52,0.024694009309719853,57.11857538354066
30,7199,768,52,0.06776036154587126,47.811208898328864
44,9084,549,60983,111.12006825558007,608.9477535135002
28,9052,5785,1076,0.18593443208187072,546.8426429045214
30,7199,1076,73,0.06776036154587126,73.73010861360011
7,8352,2952,73,0.024694009309719853,83.97219210555797
24,8608,200,102,0.5102040816326531,64.72640825547032
43,10876,549,102,0.18593443208187072,113.98942881226633
44,9084,768,85376,111.12006825558007,652.7775386611628
28,9052,8099,1506,0.18593443208187072,608.899574366173
30,7199,1506,102,0.06776036154587126,111.63776803664486
7,8352,4132,102,0.024694009309719853,120.8179599938775
24,8608,280,143,0.5102040816326531,89.39959175887631
30,7199,2108,143,0.06776036154587126,162.4547778028683
44,9084,1076,119526,111.12006825558007,690.1675839649546
28,9052,11339,2108,0.18593443208187072,659.5139718111762
43,10876,768,143,0.18593443208187072,165.2235877962273
7,8352,5785,143,0.024694009309719853,168.9017935643608
30,7199,2952,200,0.06776036154587126,223.9147097930761
24,8608,392,200,0.5102040816326531,122.6973681318556
28,9052,15874,2952,0.18593443208187072,699.3476830179512
7,8352,8099,200,0.024694009309719853,227.9944505267126
30,7199,4132,280,0.06776036154587126,290.9410328695593
24,8608,549,280,0.5102040816326531,166.426972564835
43,10876,1076,200,0.18593443208187072,233.53534211515472
30,7199,5785,392,0.06776036154587126,357.5071186083868
28,9052,22224,4132,0.18593443208187072,729.8751120809679
7,8352,11339,280,0.024694009309719853,295.76084720391196
39,9909,2108,52,0.024694009309719853,203.3803007062193
30,7199,8099,549,0.06776036154587126,418.60091036648646
24,8608,768,392,0.5102040816326531,221.5115293581389
7,8352,15874,392,0.024694009309719853,367.80198712629647
28,9052,31114,5785,0.18593443208187072,752.818086948769
43,10876,1506,280,0.18593443208187072,318.09965535068966
30,7199,11339,768,0.06776036154587126,471.23140691408935
39,9909,2952,73,0.024694009309719853,290.0892994799715
24,8608,1076,549,0.5102040816326531,286.89379041774043
7,8352,22224,549,0.024694009309719853,438.7570205858961
30,7199,15874,1076,0.06776036154587126,514.3979460077323
28,9052,43559,8099,0.18593443208187072,769.8172955605448
24,8608,1506,768,0.5102040816326531,358.92080134759436
43,10876,2108,392,0.18593443208187072,413.80378986813975
7,8352,31114,768,0.024694009309719853,503.90165151184414
30,7199,22224,1506,0.06776036154587126,548.5101594670622
39,9909,4132,102,0.024694009309719853,384.6472571703732
28,9052,60983,11339,0.18593443208187072,782.2833648994016
30,7199,31114,2108,0.06776036154587126,574.7315610104384
7,8352,43559,1076,0.024694009309719853,560.2344490794287
24,8608,2108,1076,0.5102040816326531,432.1249608555447
28,9052,85376,15874,0.18593443208187072,791.3573722815145
30,7199,43559,2952,0.06776036154587126,594.481495906449
39,9909,5785,143,0.024694009309719853,478.59539227890184
43,10876,2952,549,0.18593443208187072,512.5391297243872
7,8352,60983,1506,0.024694009309719853,606.6495190778635
24,8608,2952,1506,0.5102040816326531,501.0495305220643
30,7199,60983,4132,0.06776036154587126,609.1380722824587
28,9052,119526,22224,0.18593443208187072,797.9270490089507
7,8352,85376,2108,0.024694009309719853,643.4846948459315
39,9909,8099,200,0.024694009309719853,564.9577943690781
30,7199,85376,5785,0.06776036154587126,619.8984999899488
43,10876,4132,768,0.18593443208187072,606.1713946475988
24,8608,4132,2108,0.5102040816326531,561.8034558083256
7,8352,119526,2952,0.024694009309719853,671.8991183209812
30,7199,119526,8099,0.06776036154587126,627.7374164455501
24,8608,5785,2952,0.5102040816326531,612.5735361579508
39,9909,11339,280,0.024694009309719853,639.5372907318563
43,10876,5785,1076,0.18593443208187072,688.9365985016071
34,12447,1506,52,0.03457161303360779,160.77228877356754
24,8608,8099,4132,0.5102040816326531,653.2802799176461
50,3484,200,43559,217.7953337809369,133.6152315900848
50,3484,280,60983,217.7953337809369,148.57777713519337
50,3484,392,85376,217.7953337809369,166.830765923222
39,9909,15874,392,0.024694009309719853,700.8719458983498
50,3484,549,119526,217.7953337809369,187.37043930036407
24,8608,11339,5785,0.5102040816326531,684.9139905711343
43,10876,8099,1506,0.18593443208187072,758.1465968982457
39,9909,22224,549,0.024694009309719853,749.4665483877953
24,8608,15874,8099,0.5102040816326531,708.933392522501
34,12447,2108,73,0.03457161303360779,245.06370972567944
43,10876,11339,2108,0.18593443208187072,813.6234011881076
24,8608,22224,11339,0.5102040816326531,726.8637564246039
39,9909,31114,768,0.024694009309719853,786.9036759963819
24,8608,31114,15874,0.5102040816326531,740.0841318217374
43,10876,15874,2952,0.18593443208187072,856.7099481964152
34,12447,2952,102,0.03457161303360779,349.39210672299316
39,9909,43559,1076,0.024694009309719853,815.1525377977445
24,8608,43559,22224,0.5102040816326531,749.7449024357
10,8756,8099,52,0.006428053235558064,188.62394939204734
24,8608,60983,31114,0.5102040816326531,756.7591066452819
43,10876,22224,4132,0.18593443208187072,889.4051121643358
39,9909,60983,1506,0.024694009309719853,836.1460343785751
34,12447,4132,143,0.03457161303360779,465.67152892783696
40,11730,200,73,0.36443148688046656,54.81548267558884
24,8608,85376,43559,0.5102040816326531,761.8282116282498
10,8756,11339,73,0.006428053235558064,249.91447434199728
43,10876,31114,5785,0.18593443208187072,913.7984550154664
39,9909,85376,2108,0.024694009309719853,851.5755190773062
24,8608,119526,60983,0.5102040816326531,765.4794421274149
10,8756,15874,102,0.006428053235558064,316.83109444244036
10,8756,15874,52,0.0032796189977337066,210.39440381468395
40,11730,280,102,0.36443148688046656,75.92621079329136
34,12447,5785,200,0.03457161303360779,583.4518820614489
10,8756,22224,143,0.006428053235558064,386.5766527680465
39,9909,119526,2952,0.024694009309719853,862.8249036495017
10,8756,22224,73,0.0032796189977337066,270.93406807455887
43,10876,43559,8099,0.18593443208187072,931.7760460348575
10,8756,31114,200,0.006428053235558064,455.67756203962017
10,8756,31114,102,0.0032796189977337066,336.1822163965338
40,11730,392,143,0.36443148688046656,105.08531907249211
43,10876,60983,11339,0.18593443208187072,944.9085755641732
34,12447,8099,280,0.03457161303360779,693.4023350313973
38,10602,200,8099,40.495651696639975,461.32686683007915
10,8756,43559,280,0.006428053235558064,520.5013619463558
10,8756,43559,143,0.0032796189977337066,403.6803429041964
10,8756,60983,392,0.006428053235558064,578.1163392806521
40,11730,549,200,0.36443148688046656,145.28998664769895
43,10876,85376,15874,0.18593443208187072,954.4409452081984
10,8756,60983,200,0.0032796189977337066,470.25091691230443
38,10602,280,11339,40.495651696639975,528.8044235743446
30,7199,2952,52,0.017638578078371325,87.15442755155034
10,8756,85376,549,0.006428053235558064,626.8869066843805
36,10748,200,119526,597.6303958948907,467.5097851141137
34,12447,11339,392,0.03457161303360779,789.4559008781051
30,7199,4132,73,0.017638578078371325,127.53483406600573
10,8756,85376,280,0.0032796189977337066,532.5092771839605
43,10876,119526,22224,0.18593443208187072,961.3285629878666
10,8756,119526,768,0.006428053235558064,666.5117094015887
40,11730,768,280,0.36443148688046656,199.9366537372795
30,7199,5785,102,0.017638578078371325,178.119242621128
38,10602,392,15874,40.495651696639975,598.5850991676629
10,8756,119526,392,0.0032796189977337066,587.7178196528985
30,7199,8099,143,0.017638578078371325,237.05229605919817
34,12447,15874,549,0.03457161303360779,869.1164958024863
30,7199,11339,200,0.017638578078371325,300.50276800976684
38,10602,549,22224,40.495651696639975,665.814829204481
40,11730,1076,392,0.36443148688046656,271.55875438291406
30,7199,15874,280,0.017638578078371325,363.6336483789633
30,7199,22224,392,0.017638578078371325,422.07104771933734
38,10602,768,31114,40.495651696639975,726.6239852213502
34,12447,22224,768,0.03457161303360779,932.6090940163537
40,11730,1506,549,0.36443148688046656,359.75395293006915
30,7199,31114,549,0.017638578078371325,472.93775071689316
30,7199,43559,768,0.017638578078371325,515.068271850847
38,10602,1076,43559,40.495651696639975,778.7292825010521
5,7707,2952,52,0.017638578078371325,132.59447416608575
30,7199,60983,1076,0.017638578078371325,548.6388092989201
40,11730,2108,768,0.36443148688046656,459.6855374060125
34,12447,31114,1076,0.03457161303360779,981.7309941246109
30,7199,85376,1506,0.017638578078371325,574.6147668939507
5,7707,4132,73,0.017638578078371325,190.48502344167514
38,10602,1506,60983,40.495651696639975,821.4343707532969
30,7199,119526,2108,0.017638578078371325,594.2793359116595
16,8403,200,52,0.260308204914619,36.27101723312263
5,7707,5785,102,0.017638578078371325,257.17068597890443
40,11730,2952,1076,0.36443148688046656,563.1281680505741
5,7707,8099,143,0.017638578078371325,327.59772468974313
16,8403,280,73,0.260308204914619,51.358161111003085
34,12447,43559,1506,0.03457161303360779,1018.9076897629106
38,10602,2108,85376,40.495651696639975,855.223795674615
51,2759,200,31114,155.5680955578121,129.69844382835134
51,2759,280,43559,155.5680955578121,137.9858181154537
51,2759,392,60983,155.5680955578121,146.10717981459936
51,2759,549,85376,155.5680955578121,154.37134375625894
51,2759,768,119526,155.5680955578121,163.32745312978477
5,7707,11339,200,0.017638578078371325,396.2994985624837
16,8403,392,102,0.260308204914619,72.56366623266007
40,11730,4132,1506,0.36443148688046656,661.555575332183
5,7707,15874,280,0.017638578078371325,458.83658530194646
38,10602,2952,119526,40.495651696639975,881.2445979168439
16,8403,549,143,0.260308204914619,101.91349582391378
34,12447,60983,2108,0.03457161303360779,1046.5943665778345
5,7707,22224,392,0.017638578078371325,512.5703001215347
16,8403,768,200,0.260308204914619,141.6514951863495
40,11730,5785,2108,0.36443148688046656,748.7959694784493
5,7707,31114,549,0.017638578078371325,556.6511735269705
38,10602,200,22224,111.12006825558007,503.8480723707611
16,8403,1076,280,0.260308204914619,193.3533618498038
5,7707,43559,768,0.017638578078371325,591.5339081238262
34,12447,85376,2952,0.03457161303360779,1066.9734978389968
37,10586,200,85376,426.87885421063623,460.207425578708
16,8403,1506,392,0.260308204914619,256.5146236816734
38,10602,280,31114,111.12006825558007,568.5258837080287
5,7707,60983,1076,0.017638578078371325,618.3924042559294
40,11730,8099,2952,0.36443148688046656,821.8952700362984
16,8403,2108,549,0.260308204914619,327.70023221102076
5,7707,85376,1506,0.017638578078371325,638.6539225664061
37,10586,280,119526,426.87885421063623,490.657689783749
38,10602,392,43559,111.12006825558007,634.0006405331944
34,12447,119526,4132,0.03457161303360779,1081.8473151668306
16,8403,2952,768,0.260308204914619,401.3011220093182
5,7707,119526,2108,0.017638578078371325,653.7099967766596
40,11730,11339,4132,0.36443148688046656,880.5743460262509
16,8403,4132,1076,0.260308204914619,471.4886264888013
38,10602,549,60983,111.12006825558007,696.0206459808561
29,7473,549,52,0.09486450616421976,43.77989456188873
16,8403,5785,1506,0.260308204914619,533.9446302431079
40,11730,15874,5785,0.36443148688046656,926.1946573278088
29,7473,768,73,0.09486450616421976,64.51670132420983
38,10602,768,85376,111.12006825558007,751.3994287327108
16,8403,8099,2108,0.260308204914619,586.5048361967974
29,7473,1076,102,0.09486450616421976,94.17487971336199
16,8403,11339,2952,0.260308204914619,628.865658507853
29,7473,1506,143,0.09486450616421976,135.1591752499987
40,11730,22224,8099,0.36443148688046656,960.8375595689096
38,10602,1076,119526,111.12006825558007,798.3966534773832
29,7473,2108,200,0.09486450616421976,188.4894138949084
16,8403,15874,4132,0.260308204914619,661.9099485234672
29,7473,2952,280,0.09486450616421976,252.04092738793446
16,8403,22224,5785,0.260308204914619,687.0698842346851
40,11730,31114,11339,0.36443148688046656,986.6972982400172
29,7473,4132,392,0.09486450616421976,320.5952530752887
16,8403,31114,8099,0.260308204914619,705.8893503882483
29,7473,5785,549,0.09486450616421976,387.93167816187423
16,8403,43559,11339,0.260308204914619,719.7853873834131
29,7473,8099,768,0.09486450616421976,449.0517597611788
40,11730,43559,15874,0.36443148688046656,1005.7625046387163
16,8403,60983,15874,0.260308204914619,729.950492443389
29,7473,11339,1076,0.09486450616421976,501.17189889477186
29,7473,15874,1506,0.09486450616421976,543.5513039278565
16,8403,85376,22224,0.260308204914619,737.3364011661295
40,11730,60983,22224,0.36443148688046656,1019.6931069389506
29,7473,22224,2108,0.09486450616421976,576.8085539854505
16,8403,119526,31114,0.260308204914619,742.6770036618371
29,7473,31114,2952,0.09486450616421976,602.2345554840315
40,11730,85376,31114,0.36443148688046656,1029.8066095047866
29,7473,43559,4132,0.09486450616421976,621.3069451667346
29,7473,60983,5785,0.09486450616421976,635.417542142019
29,7473,85376,8099,0.09486450616421976,645.7538893216641
40,11730,119526,43559,0.36443148688046656,1037.1150732791955
29,7473,119526,11339,0.09486450616421976,653.2715477668987
39,9909,200,1506,7.529535999999998,258.04034471180114
39,9909,280,2108,7.529535999999998,316.9668367404897
39,9909,392,2952,7.529535999999998,385.9898931553086
51,2759,200,43559,217.7953337809369,130.4807042947285
51,2759,280,60983,217.7953337809369,138.6233251206987
51,2759,392,85376,217.7953337809369,146.61778453409622
51,2759,549,119526,217.7953337809369,154.77714807704325
25,8079,200,102,0.5102040816326531,60.94963905217998
39,9909,549,4132,7.529535999999998,461.2578127776733
25,8079,280,143,0.5102040816326531,83.5463913050584
33,11482,11339,52,0.004591466596827189,338.03143803532623
39,9909,768,5785,7.529535999999998,537.2617071806002
25,8079,392,200,0.5102040816326531,113.8170704273747
31,8858,1506,52,0.03457161303360779,105.10120325190105
25,8079,549,280,0.5102040816326531,153.29162694848742
31,8858,2108,73,0.03457161303360779,161.64555477164683
39,9909,1076,8099,7.529535999999998,608.5891269187034
33,11482,15874,73,0.004591466596827189,428.6779263558724
25,8079,768,392,0.5102040816326531,202.7835979385419
31,8858,2952,102,0.03457161303360779,232.86865332481926
39,9909,1506,11339,7.529535999999998,671.3898688824489
25,8079,1076,549,0.5102040816326531,261.5880760614446
8,7418,200,31114,155.5680955578121,323.38462670821235
31,8858,4132,143,0.03457161303360779,313.660897630091
33,11482,22224,102,0.004591466596827189,520.7977149007515
25,8079,1506,768,0.5102040816326531,326.9255722483742
8,7418,280,43559,155.5680955578121,356.11265001106847
39,9909,2108,15874,7.529535999999998,723.8717306136049
31,8858,5785,200,0.03457161303360779,396.9940562416654
8,7418,392,60983,155.5680955578121,394.48171173698256
25,8079,2108,1076,0.5102040816326531,394.3105887007979
39,9909,2952,22224,7.529535999999998,765.9735423699382
31,8858,8099,280,0.03457161303360779,476.1854977811642
8,7418,549,85376,155.5680955578121,436.11908032548854
33,11482,31114,143,0.004591466596827189,609.9357124432507
25,8079,2952,1506,0.5102040816326531,458.8677584937135
8,7418,768,119526,155.5680955578121,477.8732100403752
24,8608,200,143,0.7142857142857143,86.69895713602877
31,8858,11339,392,0.03457161303360779,546.5088288785425
25,8079,4132,2108,0.5102040816326531,516.7493671489225
39,9909,4132,31114,7.529535999999998,798.713808662428
36,10748,200,22224,111.12006825558007,447.85568288669873
33,11482,43559,200,0.004591466596827189,692.2158447429522
24,8608,280,200,0.7142857142857143,118.29928484847396
25,8079,5785,2952,0.5102040816326531,565.8462054875315
31,8858,15874,549,0.03457161303360779,605.6599546590732
39,9909,5785,43559,7.529535999999998,823.5897903286535
24,8608,392,280,0.7142857142857143,159.777139681539
25,8079,8099,4132,0.5102040816326531,605.694201491403
31,8858,22224,768,0.03457161303360779,653.3556874736819
36,10748,280,31114,111.12006825558007,503.490345803053
33,11482,60983,280,0.004591466596827189,764.8414193114769
24,8608,549,392,0.7142857142857143,212.2592943927285
25,8079,11339,5785,0.5102040816326531,636.9570827810288
39,9909,8099,60983,7.529535999999998,842.1700306023114
31,8858,31114,1076,0.03457161303360779,690.5960013819919
45,5610,200,200,1,61.887453854084015
25,8079,15874,8099,0.5102040816326531,660.8673561044046
24,8608,768,549,0.7142857142857143,275.1834155174695
10,8756,200,11339,56.69391237529596,392.27197272278084
36,10748,392,43559,111.12006825558007,568.0246767427711
45,5610,280,280,1,79.13571107408585
31,8858,43559,1506,0.03457161303360779,718.9796975170786
39,9909,11339,85376,7.529535999999998,855.8757471132014
33,11482,85376,392,0.004591466596827189,826.3461958792491
45,5610,392,392,1,100.93862917504578
25,8079,22224,11339,0.5102040816326531,678.8127857489278
24,8608,1076,768,0.7142857142857143,345.52755180516937
10,8756,280,15874,56.69391237529596,417.6630784957176
45,5610,549,549,1,128.4166220697509
31,8858,60983,2108,0.03457161303360779,740.2303706247608
45,5610,768,768,1,162.27702325420861
25,8079,31114,15874,0.5102040816326531,692.0968715695176
39,9909,15874,119526,7.529535999999998,865.8946639702363
36,10748,549,60983,111.12006825558007,636.1818417515124
24,8608,1506,1076,0.7142857142857143,418.2391645529018
45,5610,1076,1076,1,202.0771730473243
10,8756,392,22224,56.69391237529596,448.5511669782298
31,8858,85376,2952,0.03457161303360779,755.9338624597162
33,11482,119526,549,0.004591466596827189,876.5535399231179
25,8079,43559,22224,0.5102040816326531,701.832323242822
45,5610,1506,1506,1,245.84786393222407
45,5610,2108,2108,1,290.50860793121905
24,8608,2108,1506,0.7142857142857143,487.8477353284456
10,8756,549,31114,56.69391237529596,486.01433956490115
31,8858,119526,4132,0.03457161303360779,767.428278190629
25,8079,60983,31114,0.5102040816326531,708.915585695317
45,5610,2952,2952,1,332.85734059868946
36,10748,768,85376,111.12006825558007,701.830688825283
31,8858,2952,52,0.017638578078371325,154.16158458793646
45,5610,4132,4132,1,370.48704632119944
24,8608,2952,2108,0.7142857142857143,550.1158635924118
25,8079,85376,43559,0.5102040816326531,714.04234997699
10,8756,768,43559,56.69391237529596,528.8734862054115
45,5610,5785,5785,1,402.1715108729783
31,8858,4132,73,0.017638578078371325,222.17733657995524
45,5610,8099,8099,1,427.73936490557213
25,8079,119526,60983,0.5102040816326531,717.7391344210953
36,10748,1076,119526,111.12006825558007,760.3857885722284
24,8608,4132,2952,0.7142857142857143,602.7898682889102
45,5610,11339,11339,1,447.7108556264702
10,8756,1076,60983,56.69391237529596,573.7516033406562
45,5610,15874,15874,1,462.9353675095793
31,8858,5785,102,0.017638578078371325,299.8017450725154
45,5610,22224,22224,1,474.33432100864184
24,8608,5785,4132,0.7142857142857143,645.4320320100751
10,8756,1506,85376,56.69391237529596,616.7192446335471
45,5610,31114,31114,1,482.7575419884167
31,8858,8099,143,0.017638578078371325,381.0709142681925
45,5610,43559,43559,1,488.92275598814905
3,9047,200,143,0.7142857142857143,84.99013777456884
24,8608,8099,5785,0.7142857142857143,678.8151944493784
45,5610,60983,60983,1,493.40427320641305
10,8756,2108,119526,56.69391237529596,654.853630531222
31,8858,11339,200,0.017638578078371325,459.79551499235464
45,5610,85376,85376,1,496.6457801988545
3,9047,280,200,0.7142857142857143,113.39388648404577
24,8608,11339,8099,0.7142857142857143,704.3035817834663
45,5610,119526,119526,1,498.98203832594857
31,8858,15874,280,0.017638578078371325,531.0969416133523
24,8608,15874,11339,0.7142857142857143,723.4084957392107
3,9047,392,280,0.7142857142857143,149.1095659091384
31,8858,22224,392,0.017638578078371325,592.1607795507737
6,7646,200,102,0.5102040816326531,58.84125390523331
24,8608,22224,15874,0.7142857142857143,737.5370934242602
3,9047,549,392,0.7142857142857143,193.08723982821002
31,8858,200,85376,426.87885421063623,364.913270004588
6,7646,280,143,0.5102040816326531,80.85595077943455
31,8858,31114,549,0.017638578078371325,642.1556305984554
24,8608,31114,22224,0.7142857142857143,747.8840117538114
3,9047,768,549,0.7142857142857143,246.08550995199602
8,7418,4132,52,0.012598984341693804,163.61415793760492
6,7646,392,200,0.5102040816326531,110.52638231542348
31,8858,280,119526,426.87885421063623,403.48115237837834
31,8858,43559,768,0.017638578078371325,681.6734012095962
24,8608,43559,31114,0.7142857142857143,755.4082079324238
8,7418,5785,73,0.012598984341693804,226.12645572992884
6,7646,549,280,0.5102040816326531,149.55641012912992
3,9047,1076,768,0.7142857142857143,307.9678583744656
31,8858,60983,1076,0.017638578078371325,712.0818210996993
24,8608,60983,43559,0.7142857142857143,760.8520391938962
8,7418,8099,102,0.012598984341693804,293.64548316122193
6,7646,768,392,0.5102040816326531,198.7946588612526
8,7418,11339,143,0.012598984341693804,360.9448704460881
3,9047,1506,1076,0.7142857142857143,376.76758625914454
6,7646,1076,549,0.5102040816326531,257.1395446373343
24,8608,85376,60983,0.7142857142857143,764.7763731577553
31,8858,85376,1506,0.017638578078371325,735.0138242823002
8,7418,15874,200,0.012598984341693804,423.4050745856384
6,7646,1506,768,0.5102040816326531,321.13701504894243
3,9047,2108,1506,0.7142857142857143,448.446560297257
24,8608,119526,85376,0.7142857142857143,767.5979508011056
31,8858,119526,2108,0.017638578078371325,752.0514620347269
8,7418,22224,280,0.012598984341693804,477.9643466388423
6,7646,2108,1076,0.5102040816326531,385.8952494869036
8,7418,31114,392,0.012598984341693804,523.3243761899693
3,9047,2952,2108,0.7142857142857143,517.9718939582413
6,7646,2952,1506,0.5102040816326531,446.6945790574958
8,7418,43559,549,0.012598984341693804,559.5964540771901
6,7646,4132,2108,0.5102040816326531,500.2248172105346
3,9047,4132,2952,0.7142857142857143,580.98988247473
8,7418,60983,768,0.012598984341693804,587.7480539664906
6,7646,5785,2952,0.5102040816326531,544.9583725600595
41,12319,200,85376,426.87885421063623,505.9116640195313
8,7418,85376,1076,0.012598984341693804,609.1119875825854
3,9047,5785,4132,0.7142857142857143,634.8936645134295
6,7646,8099,4132,0.5102040816326531,580.8460080210826
8,7418,119526,1506,0.012598984341693804,625.0572294961812
6,7646,11339,5785,0.5102040816326531,608.7563577774955
3,9047,8099,5785,0.7142857142857143,678.9102457874416
41,12319,280,119526,426.87885421063623,553.6148271077169
6,7646,15874,8099,0.5102040816326531,629.9647392191016
3,9047,11339,8099,0.7142857142857143,713.5927458930922
6,7646,22224,11339,0.5102040816326531,645.8070947833096
28,9052,200,52,0.260308204914619,36.226884639147364
6,7646,31114,15874,0.5102040816326531,657.4941421242909
3,9047,15874,11339,0.7142857142857143,740.1987126594975
28,9052,280,73,0.260308204914619,51.26387899311374
6,7646,43559,22224,0.5102040816326531,666.0379478408348
3,9047,22224,15874,0.7142857142857143,760.2097047416042
28,9052,392,102,0.260308204914619,72.91534067242165
6,7646,60983,31114,0.5102040816326531,672.2431064559145
3,9047,31114,22224,0.7142857142857143,775.0448808066789
6,7646,85376,43559,0.5102040816326531,676.7285554074897
28,9052,549,143,0.260308204914619,103.56736446766747
6,7646,119526,60983,0.5102040816326531,679.9599305736069
3,9047,43559,31114,0.7142857142857143,785.9284760788203
30,7199,2108,52,0.024694009309719853,76.58583403461817
28,9052,768,200,0.260308204914619,145.67849446501194
30,7199,2952,73,0.024694009309719853,114.79461829435918
3,9047,60983,43559,0.7142857142857143,793.8529650997291
34,12447,200,85376,426.87885421063623,732.813552697901
28,9052,1076,280,0.260308204914619,200.91341100330283
30,7199,4132,102,0.024694009309719853,164.05866688433633
3,9047,85376,60983,0.7142857142857143,799.5916072684582
30,7199,5785,143,0.024694009309719853,222.68715843648505
28,9052,1506,392,0.260308204914619,268.79021072708434
31,8858,768,52,0.06776036154587126,67.26294922982116
30,7199,8099,200,0.024694009309719853,286.8047933294573
3,9047,119526,85376,0.7142857142857143,803.7311434302054
34,12447,280,119526,426.87885421063623,797.008393614981
28,9052,2108,549,0.260308204914619,345.71177940390817
30,7199,11339,280,0.024694009309719853,351.34448597941764
31,8858,1076,73,0.06776036154587126,105.47926397684923
30,7199,15874,392,0.024694009309719853,411.60543920243936
28,9052,2952,768,0.260308204914619,425.63322820485513
31,8858,1506,102,0.06776036154587126,159.73004791843516
30,7199,22224,549,0.024694009309719853,464.398292470851
28,9052,4132,1076,0.260308204914619,502.1489118421392
30,7199,31114,768,0.024694009309719853,508.3326945486484
31,8858,2108,143,0.06776036154587126,229.34197805631146
30,7199,43559,1076,0.024694009309719853,543.4630108079344
28,9052,5785,1506,0.260308204914619,570.4385291090479
11,7451,200,11339,56.69391237529596,307.4629373465206
31,8858,2952,200,0.06776036154587126,309.5736313323115
30,7199,60983,1506,0.024694009309719853,570.7151263140153
11,7451,280,15874,56.69391237529596,345.98107964973843
28,9052,8099,2108,0.260308204914619,628.0328609919605
30,7199,85376,2108,0.024694009309719853,591.3838763702386
31,8858,4132,280,0.06776036154587126,393.1992693802014
11,7451,392,22224,56.69391237529596,387.7446733499408
30,7199,119526,2952,0.024694009309719853,606.8013650615362
48,4560,200,60983,304.9134672933116,201.04137278957566
28,9052,11339,2952,0.260308204914619,674.5235787325345
48,4560,280,85376,304.9134672933116,220.5465777516917
31,8858,5785,392,0.06776036154587126,473.10793332120164
11,7451,549,31114,56.69391237529596,430.46823737146127
48,4560,392,119526,304.9134672933116,239.43583242168674
11,7451,768,43559,56.69391237529596,472.04304345401005
28,9052,15874,4132,0.260308204914619,710.830165876655
31,8858,8099,549,0.06776036154587126,544.2183687411098
17,6664,280,52,0.18593443208187072,33.43863556844172
11,7451,1076,60983,56.69391237529596,510.6425016605841
17,6664,392,73,0.18593443208187072,47.871803314557354
28,9052,22224,5785,0.260308204914619,738.4962234008952
31,8858,11339,768,0.06776036154587126,604.0424504066436
17,6664,549,102,0.18593443208187072,68.61157044028317
11,7451,1506,85376,56.69391237529596,544.8481988093306
17,6664,768,143,0.18593443208187072,97.8198655216422
28,9052,31114,8099,0.260308204914619,759.2021437879595
31,8858,15874,1076,0.06776036154587126,652.2458749282252
11,7451,2108,119526,56.69391237529596,573.8446869914264
17,6664,1076,200,0.18593443208187072,137.21495147196097
28,9052,43559,11339,0.260308204914619,774.4973951676984
17,6664,1506,280,0.18593443208187072,186.75698432479848
31,8858,22224,1506,0.06776036154587126,689.8439326001102
17,6664,2108,392,0.18593443208187072,243.81098096994126
28,9052,60983,15874,0.260308204914619,785.6893277717948
31,8858,31114,2108,0.06776036154587126,718.4709656609264
17,6664,2952,549,0.18593443208187072,303.72282883944666
10,8756,5785,52,0.00899927452978129,173.34615972545998
17,6664,4132,768,0.18593443208187072,361.4861555112252
28,9052,85376,22224,0.260308204914619,793.8230310905042
31,8858,43559,2952,0.06776036154587126,739.8847391520626
17,6664,5785,1076,0.18593443208187072,413.2828573008444
10,8756,8099,73,0.00899927452978129,234.55755944893974
28,9052,119526,31114,0.260308204914619,799.7052313581431
17,6664,8099,1506,0.18593443208187072,457.10667939963656
31,8858,60983,4132,0.06776036154587126,755.697334977236
17,6664,11339,2108,0.18593443208187072,492.55845502726584
10,8756,11339,102,0.00899927452978129,302.27045251323153
31,8858,85376,5785,0.06776036154587126,767.2651181812478
17,6664,15874,2952,0.18593443208187072,520.2853928785038
10,8756,15874,143,0.00899927452978129,373.42772415374867
17,6664,22224,4132,0.18593443208187072,541.4352997451435
31,8858,119526,8099,0.06776036154587126,775.6706429737702
17,6664,31114,5785,0.18593443208187072,557.2756411262989
10,8756,22224,200,0.00899927452978129,444.2976897087642
17,6664,43559,8099,0.18593443208187072,568.9825539935034
17,6664,60983,11339,0.18593443208187072,577.5517958399134
10,8756,31114,280,0.00899927452978129,511.0181214093156
10,8756,11339,52,0.004591466596827189,200.8800293472004
17,6664,85376,15874,0.18593443208187072,583.7809994911607
17,6664,119526,22224,0.18593443208187072,588.2866722596751
10,8756,43559,392,0.00899927452978129,570.4713545038493
10,8756,15874,73,0.004591466596827189,261.8633370493222
10,8756,60983,549,0.00899927452978129,620.8943700645721
10,8756,22224,102,0.004591466596827189,327.90887301546735
10,8756,85376,768,0.00899927452978129,661.9205425120012
10,8756,31114,143,0.004591466596827189,396.417504451741
10,8756,119526,1076,0.00899927452978129,694.2122726863729
10,8756,43559,200,0.004591466596827189,464.0931844953808
10,8756,60983,280,0.004591466596827189,527.453775862641
10,8756,85376,392,0.004591466596827189,583.6859866789874
10,8756,119526,549,0.004591466596827189,631.2329490275542
5,7707,2108,52,0.024694009309719853,113.77640220787143
49,2309,200,60983,304.9134672933116,86.9669450710564
49,2309,280,85376,304.9134672933116,96.3756464607985
49,2309,392,119526,304.9134672933116,107.32018820396904
