i,matrix_alpha,habitat_alpha,ratio,eca
45,43368,1526,0.035184372088832,472.9862114836201
24,206795,17764,0.08589934592,755.8530157617911
5,54210,5821,0.1073741824,662.086420682032
45,54210,1907,0.035184372088832,479.16148895429495
3,105879,1526,0.014411518807585587,666.460850469857
45,67763,2384,0.035184372088832,484.17489599830805
32,9095,14211,1.5625,804.8259660761724
24,258494,22204,0.08589934592,759.5749418164938
5,67763,7276,0.1073741824,668.2404886320837
45,84703,2980,0.035184372088832,488.2331859335932
11,400,3725,9.313225746154785,306.16961889478375
45,105879,3725,0.035184372088832,491.5106364961449
3,132349,1907,0.014411518807585587,692.275493397626
24,323117,27756,0.08589934592,762.5708536271115
5,84703,9095,0.1073741824,673.2185615348958
45,132349,4657,0.035184372088832,494.15251654320815
11,500,4657,9.313225746154785,338.20256839539024
32,11369,17764,1.5625,823.6540731712806
45,165436,5821,0.035184372088832,496.2788703149928
3,165436,2384,0.014411518807585587,714.158472531307
5,105879,11369,0.1073741824,677.2365165451735
45,206795,7276,0.035184372088832,497.9882293903874
24,403897,34694,0.08589934592,764.9794174199495
11,625,5821,9.313225746154785,371.31781549767
45,258494,9095,0.035184372088832,499.36104023971706
5,132349,14211,0.1073741824,680.4738123074837
45,323117,11369,0.035184372088832,500.46270986588996
32,14211,22204,1.5625,839.2142815525692
11,781,7276,9.313225746154785,404.6113549326804
3,206795,2980,0.014411518807585587,732.5057848696531
45,403897,14211,0.035184372088832,501.34624209129925
11,977,9095,9.313225746154785,437.19557290005366
5,165436,17764,0.1073741824,683.0784357797879
3,258494,3725,0.014411518807585587,747.7507017828631
32,17764,27756,1.5625,851.9922609410962
11,1221,11369,9.313225746154785,468.27743317100516
5,206795,22204,0.1073741824,685.1716551724592
11,1526,14211,9.313225746154785,497.21763767042717
3,323117,4657,0.014411518807585587,760.3251127042023
5,258494,27756,0.1073741824,686.8523532577872
32,22204,34694,1.5625,862.4316966149833
11,1907,17764,9.313225746154785,523.566902998971
3,403897,5821,0.014411518807585587,770.635162060728
5,323117,34694,0.1073741824,688.2008452837817
11,2384,22204,9.313225746154785,547.0749484818615
5,403897,43368,0.1073741824,689.2821641453933
32,27756,43368,1.5625,870.9253016213515
11,2980,27756,9.313225746154785,567.6736973529347
11,3725,34694,9.313225746154785,585.4425991836323
32,34694,54210,1.5625,877.8127469252935
11,4657,43368,9.313225746154785,600.5664200252622
11,5821,54210,9.313225746154785,613.2942771534592
32,43368,67763,1.5625,883.3827997390341
11,7276,67763,9.313225746154785,623.9052829215481
36,400,2980,7.450580596923828,396.20937696038675
11,9095,84703,9.313225746154785,632.6828604695418
32,54210,84703,1.5625,887.8777490188293
11,11369,105879,9.313225746154785,639.8975127696476
19,400,206795,516.9878828456423,427.8668272052231
17,400,1526,3.814697265625,267.65803941432375
19,500,258494,516.9878828456423,436.7520469699102
17,500,1907,3.814697265625,294.16713939692767
11,14211,132349,9.313225746154785,645.7966486838957
36,500,3725,7.450580596923828,444.9333602273606
19,625,323117,516.9878828456423,445.3753407295167
32,67763,105879,1.5625,891.4988394777549
17,625,2384,3.814697265625,321.5285295726494
19,781,403897,516.9878828456423,453.92593514368616
11,17764,165436,9.313225746154785,650.5997051491324
17,781,2980,3.814697265625,349.40381289656113
11,22204,206795,9.313225746154785,654.4969082428294
32,84703,132349,1.5625,894.4119148307948
36,625,4657,7.450580596923828,497.0742245339348
17,977,3725,3.814697265625,377.2910564198063
11,27756,258494,9.313225746154785,657.6503226672505
17,1221,4657,3.814697265625,404.5804310420154
32,105879,165436,1.5625,896.7528064555879
17,1526,5821,3.814697265625,430.64663531938896
11,34694,323117,9.313225746154785,660.1961877172271
36,781,5821,7.450580596923828,550.7085348691484
17,1907,7276,3.814697265625,454.94353161750314
11,43368,403897,9.313225746154785,662.2478494422166
17,2384,9095,3.814697265625,477.07086905628375
18,132349,400,0.003022314549036573,463.28362158196353
43,1526,400,0.262144,348.4595334202006
32,132349,206795,1.5625,898.6322274404569
17,2980,11369,3.814697265625,496.80068234546445
36,977,7276,7.450580596923828,603.7726041298906
18,165436,500,0.003022314549036573,490.0472299074331
17,3725,14211,3.814697265625,514.0681963987632
18,206795,625,0.003022314549036573,513.5790265125063
32,165436,258494,1.5625,900.1400734308354
17,4657,17764,3.814697265625,528.9407352023906
43,1907,500,0.262144,411.2362335697603
18,258494,781,0.003022314549036573,533.9264055625875
17,5821,22204,3.814697265625,541.5784705186825
36,1221,9095,7.450580596923828,654.4330559668532
18,323117,977,0.003022314549036573,551.273307747364
17,7276,27756,3.814697265625,552.19686250533
32,206795,323117,1.5625,901.3491164738739
18,403897,1221,0.003022314549036573,565.888542210042
43,2384,625,0.262144,475.7286076133109
17,9095,34694,3.814697265625,561.0359387025749
36,1526,11369,7.450580596923828,701.3111320862566
17,11369,43368,3.814697265625,568.3379445129139
9,132349,400,0.003022314549036573,478.2673496016201
32,258494,403897,1.5625,902.3181256008256
38,400,258494,646.2348535570528,656.2276857990082
17,14211,54210,3.814697265625,574.3327712318979
9,165436,500,0.003022314549036573,493.23665135438563
43,2980,781,0.262144,539.5018733892665
17,17764,67763,3.814697265625,579.2296384312542
9,206795,625,0.003022314549036573,505.74477803340255
36,1907,14211,7.450580596923828,743.550474761404
17,22204,84703,3.814697265625,583.2133273313453
9,258494,781,0.003022314549036573,516.1104888449705
38,500,323117,646.2348535570528,695.7944341174054
4,1221,400,0.32768,196.05234911374725
9,323117,977,0.003022314549036573,524.6428598060273
17,27756,105879,3.814697265625,586.4434562678736
43,3725,977,0.262144,600.4080702107432
24,2980,400,0.134217728,289.38011759754056
4,1526,500,0.32768,230.24731820966872
9,403897,1221,0.003022314549036573,531.6275387975261
17,34694,132349,3.814697265625,589.0556172246545
36,2384,17764,7.450580596923828,780.772802086279
4,1907,625,0.32768,266.01387928897117
38,625,403897,646.2348535570528,732.7189655275108
17,43368,165436,3.814697265625,591.1635233227839
24,3725,500,0.134217728,339.2220165644979
4,2384,781,0.32768,302.1320930267978
17,54210,206795,3.814697265625,592.8615958484869
43,4657,1221,0.262144,656.822498265727
4,2980,977,0.32768,337.3847855517455
17,67763,258494,3.814697265625,594.2276313721552
24,4657,625,0.134217728,389.9573333027861
36,2980,22204,7.450580596923828,812.9766418876959
4,3725,1221,0.32768,370.725249600062
17,84703,323117,3.814697265625,595.3253398299917
4,4657,1526,0.32768,401.38214789949325
24,5821,781,0.134217728,439.7137138692675
17,105879,403897,3.814697265625,596.2066455031114
43,5821,1526,0.262144,707.7216692300776
4,5821,1907,0.32768,428.89064110212865
36,3725,27756,7.450580596923828,840.4220973238271
24,7276,977,0.134217728,486.8959992166755
4,7276,2384,0.32768,453.0658284718771
4,9095,2980,0.32768,473.94437417141467
43,7276,1907,0.262144,752.6392267765016
24,9095,1221,0.134217728,530.3394305074092
4,11369,3725,0.32768,491.7171385562697
36,4657,34694,7.450580596923828,863.5269707199972
4,14211,4657,0.32768,506.6675126101639
24,11369,1526,0.134217728,569.345181983591
4,17764,5821,0.32768,519.1223070451767
25,7276,400,0.0549755813888,352.07278964631075
43,9095,2384,0.262144,791.5546869656819
4,22204,7276,0.32768,529.41659887241
24,14211,1907,0.134217728,603.6316223898546
36,5821,43368,7.450580596923828,882.78503292195
25,9095,500,0.0549755813888,400.1084354880936
4,27756,9095,0.32768,537.8709882805651
24,17764,2384,0.134217728,633.24269089996
4,34694,11369,0.32768,544.7785836749001
25,11369,625,0.0549755813888,445.8590101915383
43,11369,2980,0.262144,824.762139735998
4,43368,14211,0.32768,550.3989522701379
36,7276,54210,7.450580596923828,898.7080057756089
24,22204,2980,0.134217728,658.4466401873432
25,14211,781,0.0549755813888,488.11695385148545
4,54210,17764,0.32768,554.9566816153853
4,67763,22204,0.32768,558.642749584551
24,27756,3725,0.134217728,679.645361999557
25,17764,977,0.0549755813888,526.1428517416037
43,14211,3725,0.262144,852.7489452866064
4,84703,27756,0.32768,561.6174240760894
36,9095,67763,7.450580596923828,911.7881842840438
25,22204,1221,0.0549755813888,559.6202441413021
4,105879,34694,0.32768,564.0138407644405
24,34694,4657,0.134217728,697.3031212884804
4,132349,43368,0.32768,565.9417260822338
43,17764,4657,0.262144,876.0984675835971
25,27756,1526,0.0549755813888,588.5642393890203
24,43368,5821,0.134217728,711.8959874954987
4,165436,54210,0.32768,567.4909561408272
36,11369,84703,7.450580596923828,922.477015800471
4,206795,67763,0.32768,568.7347910188239
25,34694,1907,0.0549755813888,613.2193276909171
24,54210,7276,0.134217728,723.8793235009082
4,258494,84703,0.32768,569.7327181880627
43,22204,5821,0.262144,895.4199215081105
25,43368,2384,0.0549755813888,633.9676528934128
4,323117,105879,0.32768,570.5328953701503
36,14211,105879,7.450580596923828,931.1750012607475
24,67763,9095,0.134217728,733.6692781762524
4,403897,132349,0.32768,571.1742146364782
25,54210,2980,0.0549755813888,651.2569109590191
25,1907,400,0.2097152,259.1304432479182
24,84703,11369,0.134217728,741.6342374996441
43,27756,7276,0.262144,911.3024880342783
25,67763,3725,0.0549755813888,665.5491900856658
36,17764,132349,7.450580596923828,938.2290494084671
25,2384,500,0.2097152,305.6798337776677
24,105879,14211,0.134217728,748.0928357245493
25,84703,4657,0.0549755813888,677.2880441368607
25,2980,625,0.2097152,353.5420456660235
43,34694,9095,0.262144,924.2885477343708
24,132349,17764,0.134217728,753.3159466002616
25,105879,5821,0.0549755813888,686.879674601653
36,22204,165436,7.450580596923828,943.9343592261433
25,3725,781,0.2097152,400.8896886747538
25,132349,7276,0.0549755813888,694.6841289842325
24,165436,22204,0.134217728,757.5308334087756
25,4657,977,0.2097152,446.1155438585153
43,43368,11369,0.262144,934.8606761770523
25,165436,9095,0.0549755813888,701.0130922543757
36,27756,206795,7.450580596923828,948.538773256954
24,206795,27756,0.134217728,760.9262496204555
25,5821,1221,0.2097152,488.00729063983727
3,400,9095,22.737367544323206,516.848255283338
25,206795,11369,0.0549755813888,706.1316808124201
24,258494,34694,0.134217728,763.6577364480667
43,54210,14211,0.262144,943.4378117466241
25,7276,1526,0.2097152,525.8029074861525
36,34694,258494,7.450580596923828,952.248238840995
25,258494,14211,0.0549755813888,710.2624145981079
3,500,11369,22.737367544323206,536.7747150193927
24,323117,43368,0.134217728,765.8526808436316
25,9095,1907,0.2097152,559.155862559636
25,323117,17764,0.0549755813888,713.5901585676448
43,67763,17764,0.262144,950.3770686136576
24,403897,54210,0.134217728,767.6149086016501
25,11369,2384,0.2097152,588.0512913770349
3,625,14211,22.737367544323206,559.1543464408755
36,43368,323117,7.450580596923828,955.2325270500219
25,403897,22204,0.0549755813888,716.2672798801528
29,400,11369,28.421709430404007,500.00176881384056
25,14211,2980,0.2097152,612.7079654386807
3,781,17764,22.737367544323206,583.4337859339425
15,84703,400,0.004722366482869645,428.7111372847278
43,84703,22204,0.262144,955.9786821459517
29,500,14211,28.421709430404007,511.51783171594775
25,17764,3725,0.2097152,633.4880510228029
15,105879,500,0.004722366482869645,451.1856107532831
36,54210,403897,7.450580596923828,957.6307163733494
3,977,22204,22.737367544323206,608.7160643950897
29,625,17764,28.421709430404007,522.1041675371155
15,132349,625,0.004722366482869645,470.59341350914997
25,22204,4657,0.2097152,650.8248736425994
15,165436,781,0.004722366482869645,487.12861358748984
29,781,22204,28.421709430404007,532.3219815444959
43,105879,27756,0.262144,960.4924048921044
3,1221,27756,22.737367544323206,634.0032285945457
15,206795,977,0.004722366482869645,501.05716629845386
25,27756,5821,0.2097152,665.1708626216904
29,977,27756,28.421709430404007,542.698665382902
15,258494,1221,0.004722366482869645,512.6790796426931
25,34694,7276,0.2097152,676.9635179677995
33,105879,400,0.0037778931862957163,832.9901373485418
3,1526,34694,22.737367544323206,658.3860779132933
15,323117,1526,0.004722366482869645,522.3002862602916
29,1221,34694,28.421709430404007,553.5717545324529
43,132349,34694,0.262144,964.1242938611852
15,403897,1907,0.004722366482869645,530.2137201848738
25,43368,9095,0.2097152,686.6055626616837
29,1526,43368,28.421709430404007,564.9992825543507
3,1907,43368,22.737367544323206,681.1558741859947
25,54210,11369,0.2097152,694.4553027258714
33,132349,500,0.0037778931862957163,866.526760289659
29,1907,54210,28.421709430404007,576.7804481603423
43,165436,43368,0.262144,967.0432675319746
3,2384,54210,22.737367544323206,701.8443205993048
29,2384,67763,28.421709430404007,588.5578588622425
25,67763,14211,0.2097152,700.823790210751
3,2980,67763,22.737367544323206,720.2119289917742
29,2980,84703,28.421709430404007,599.9389038070738
25,84703,17764,0.2097152,705.9761731730048
33,165436,625,0.0037778931862957163,895.3786910123368
43,206795,54210,0.262144,969.3871034497514
29,3725,105879,28.421709430404007,610.587739906496
14,400,5821,14.551915228366852,545.7412422403415
3,3725,84703,22.737367544323206,736.207323687651
25,105879,22204,0.2097152,710.1353689686499
29,4657,132349,28.421709430404007,620.2713006589439
25,132349,27756,0.2097152,713.486813448023
33,206795,781,0.0037778931862957163,919.8987800796335
3,4657,105879,22.737367544323206,749.9161618410151
14,500,7276,14.551915228366852,583.5951203303322
43,258494,67763,0.262144,971.267733733292
29,5821,165436,28.421709430404007,628.866429188183
27,34694,400,0.011529215046068469,656.2939902576837
20,67763,400,0.005902958103587056,408.2972113087377
25,165436,34694,0.2097152,716.1835002884851
29,7276,206795,28.421709430404007,636.3438164134564
3,5821,132349,22.737367544323206,761.5120730948065
20,84703,500,0.005902958103587056,428.84218554050176
14,625,9095,14.551915228366852,620.3746648297912
25,206795,43368,0.2097152,718.3508490698814
46,14211,400,0.0281474976710656,383.36174358592604
33,258494,977,0.0037778931862957163,940.5190752516299
20,105879,625,0.005902958103587056,446.4776216666461
27,43368,500,0.011529215046068469,683.5908808270025
43,323117,84703,0.262144,972.775808189013
29,9095,258494,28.421709430404007,642.7428914629944
46,17764,500,0.0281474976710656,401.3484834375143
20,132349,781,0.005902958103587056,461.4202993630979
3,7276,165436,22.737367544323206,771.2160202382215
46,22204,625,0.0281474976710656,416.52415895199795
25,258494,54210,0.2097152,720.091158210456
29,11369,323117,28.421709430404007,648.146743278873
20,165436,977,0.005902958103587056,473.9457064375056
14,781,11369,14.551915228366852,655.3206422324213
46,27756,781,0.0281474976710656,429.1973879888167
27,54210,625,0.011529215046068469,706.5511889535727
46,34694,977,0.0281474976710656,439.692884740098
20,206795,1221,0.005902958103587056,484.3521494482055
3,9095,206795,22.737367544323206,779.266072233867
29,14211,403897,28.421709430404007,652.6614196027706
25,323117,67763,0.2097152,721.4875365099962
43,403897,105879,0.262144,973.984558259459
33,323117,1221,0.0037778931862957163,957.7053636730701
46,43368,1221,0.0281474976710656,448.3262882789547
20,258494,1526,0.005902958103587056,492.935540731119
27,67763,781,0.011529215046068469,725.6801352967689
46,54210,1526,0.0281474976710656,455.3892575041298
14,977,14211,14.551915228366852,687.7833804230787
20,323117,1907,0.005902958103587056,499.9734895010568
25,403897,84703,0.2097152,722.6072910599065
46,67763,1907,0.0281474976710656,461.1420383225398
3,11369,258494,22.737367544323206,785.8969716157518
20,403897,2384,0.005902958103587056,505.7166087816611
46,84703,2384,0.0281474976710656,465.8110655180014
27,84703,977,0.011529215046068469,741.49306863854
46,105879,2980,0.0281474976710656,469.5897002965224
33,403897,1526,0.0037778931862957163,971.9223481962457
14,1221,17764,14.551915228366852,717.2911319093831
46,132349,3725,0.0281474976710656,472.6407353741954
3,14211,323117,22.737367544323206,791.3276984776703
46,165436,4657,0.0281474976710656,475.09974266253334
27,105879,1221,0.011529215046068469,754.4820087121234
46,206795,5821,0.0281474976710656,477.0786751382341
46,258494,7276,0.0281474976710656,478.6693736248828
3,17764,403897,22.737367544323206,795.754963381982
14,1526,22204,14.551915228366852,743.5800670259714
46,323117,9095,0.0281474976710656,479.946790469776
27,132349,1526,0.011529215046068469,765.0964344704914
46,403897,11369,0.0281474976710656,480.9718456852523
14,1907,27756,14.551915228366852,766.5853594166837
27,165436,1907,0.011529215046068469,773.7343460633682
17,400,1907,4.76837158203125,288.000678729497
17,500,2384,4.76837158203125,313.760196722627
27,206795,2384,0.011529215046068469,780.7401789612916
14,2384,34694,14.551915228366852,786.4056489005267
17,625,2980,4.76837158203125,340.1430023725022
17,781,3725,4.76837158203125,366.8346894488215
27,258494,2980,0.011529215046068469,786.4069222078945
17,977,4657,4.76837158203125,393.36594056453345
25,5821,400,0.068719476736,338.8249653876564
14,2980,43368,14.551915228366852,803.256158887879
17,1221,5821,4.76837158203125,419.1718842632772
27,323117,3725,0.011529215046068469,790.9805429899733
25,7276,500,0.068719476736,387.3395175121394
17,1526,7276,4.76837158203125,443.6829039382289
14,3725,54210,14.551915228366852,817.4224903348946
17,1907,9095,4.76837158203125,466.4129951424631
25,9095,625,0.068719476736,433.93533310078925
27,403897,4657,0.011529215046068469,794.6654422380839
8,400,1221,3.0517578125,219.12147623329702
17,2384,11369,4.76837158203125,487.018375610651
14,4657,67763,14.551915228366852,829.2219649781713
25,11369,781,0.068719476736,477.2832880138539
17,2980,14211,4.76837158203125,505.3171547713869
8,500,1526,3.0517578125,247.35679662523046
17,3725,17764,4.76837158203125,521.2767032701613
25,14211,977,0.068719476736,516.5253770963745
8,625,1907,3.0517578125,279.3174266409729
17,4657,22204,4.76837158203125,534.9822733231205
14,5821,84703,14.551915228366852,838.9749795607885
22,400,625,1.5625,325.96852508791767
17,5821,27756,4.76837158203125,546.5997084459293
8,781,2384,3.0517578125,314.347161200492
25,17764,1221,0.068719476736,551.2464156580571
17,7276,34694,4.76837158203125,556.3408855942902
14,7276,105879,14.551915228366852,846.9860234541707
8,977,2980,3.0517578125,351.29315164649825
22,500,781,1.5625,378.35940445982914
17,9095,43368,4.76837158203125,564.4361002603513
25,22204,1526,0.068719476736,581.3892306305576
17,11369,54210,4.76837158203125,571.1143920718431
8,1221,3725,3.0517578125,388.75050496016405
25,27756,1907,0.068719476736,607.1518787973312
14,9095,132349,14.551915228366852,853.5326632395081
17,14211,67763,4.76837158203125,576.5910123573965
22,625,977,1.5625,432.5132830173794
8,1526,4657,3.0517578125,425.33260685689163
17,17764,84703,4.76837158203125,581.0605130180551
43,400,1907,4.76837158203125,396.58570180880423
25,34694,2384,0.068719476736,628.8915811789124
8,1907,5821,3.0517578125,459.87895561488074
17,22204,105879,4.76837158203125,584.6938550177613
14,11369,165436,14.551915228366852,858.8604322691004
22,781,1221,1.5625,486.6439706605607
17,27756,132349,4.76837158203125,587.6381585602876
25,43368,2980,0.068719476736,647.0471002796816
8,2384,7276,3.0517578125,491.56314616661126
43,500,2384,4.76837158203125,449.1367440474498
17,34694,165436,4.76837158203125,590.0180364720549
22,977,1526,1.5625,539.0458314058387
14,14211,206795,14.551915228366852,863.18172824115
8,2980,9095,3.0517578125,519.9091720519983
25,54210,3725,0.068719476736,662.082366716736
17,43368,206795,4.76837158203125,591.9377599553529
17,54210,258494,4.76837158203125,593.48375889014
8,3725,11369,3.0517578125,544.7468011991775
25,67763,4657,0.068719476736,674.4493059602596
22,1221,1907,1.5625,588.3035314141973
14,17764,258494,14.551915228366852,866.6771975933711
43,625,2980,4.76837158203125,504.2687507292824
17,67763,323117,4.76837158203125,594.7271478012241
1,22204,400,0.018014398509481985,450.9371745851611
8,4657,14211,3.0517578125,566.1388521079257
17,84703,403897,4.76837158203125,595.7261015781613
25,84703,5821,0.068719476736,684.5658846909593
1,27756,500,0.018014398509481985,473.37147493417774
22,1526,2384,1.5625,633.4070404948279
8,5821,17764,3.0517578125,584.3047376190435
14,22204,323117,14.551915228366852,869.4984930314155
1,34694,625,0.018014398509481985,492.4441599912948
43,781,3725,4.76837158203125,560.104772484982
25,105879,7276,0.068719476736,692.8051705471402
1,43368,781,0.018014398509481985,508.4744125879513
8,7276,22204,3.0517578125,599.5540667633525
22,1907,2980,1.5625,673.7726603518076
1,54210,977,0.018014398509481985,521.8214224949172
14,27756,403897,14.551915228366852,871.7716457864251
25,132349,9095,0.068719476736,699.4917734629839
19,400,258494,646.2348535570528,428.2196001901455
8,9095,27756,3.0517578125,612.2356642274017
1,67763,1221,0.018014398509481985,532.8492139602585
43,977,4657,4.76837158203125,614.6889714242388
19,500,323117,646.2348535570528,437.04485391755986
1,84703,1526,0.018014398509481985,541.9039421316983
22,2384,3725,1.5625,709.1962248161256
25,165436,11369,0.068719476736,704.9028634178574
8,11369,34694,3.0517578125,622.7021408539364
14,2980,400,0.134217728,391.17097290151037
19,625,403897,646.2348535570528,445.6178493412993
1,105879,1907,0.018014398509481985,549.3009816942294
8,14211,43368,3.0517578125,631.2876159597528
25,206795,14211,0.068719476736,709.2717576008654
1,132349,2384,0.018014398509481985,555.3190543131049
22,2980,4657,1.5625,739.7707779986254
43,1221,5821,4.76837158203125,666.3241964926082
14,3725,500,0.134217728,452.2224446812273
1,165436,2980,0.018014398509481985,560.1990319386928
8,17764,54210,3.0517578125,638.2954182030928
25,258494,17764,0.068719476736,712.792728139008
1,206795,3725,0.018014398509481985,564.1455929824888
22,3725,5821,1.5625,765.7954828223028
8,22204,67763,3.0517578125,643.9927563563496
1,258494,4657,0.018014398509481985,567.3304287299142
14,4657,625,0.134217728,510.9364386459532
25,323117,22204,0.068719476736,715.6261763936209
43,1526,7276,4.76837158203125,713.7685720992502
1,323117,5821,0.018014398509481985,569.8961274345966
39,2980,400,0.134217728,463.00244290296837
8,27756,84703,3.0517578125,648.6099035436486
1,403897,7276,0.018014398509481985,571.9601879360808
22,4657,7276,1.5625,787.6928934825378
25,403897,27756,0.068719476736,717.9036691622143
14,5821,781,0.134217728,565.5954291524884
8,34694,105879,3.0517578125,652.3420656916066
43,1907,9095,4.76837158203125,756.2862707587101
39,3725,500,0.134217728,520.9296809922548
8,43368,132349,3.0517578125,655.352662980365
22,5821,9095,1.5625,805.9427712787004
14,7276,977,0.134217728,615.0975850904914
8,54210,165436,3.0517578125,657.7771921941453
39,4657,625,0.134217728,575.0126639178218
43,2384,11369,4.76837158203125,793.5959964400512
22,7276,11369,1.5625,821.0342545061359
8,67763,206795,3.0517578125,659.7271587370276
14,9095,1221,0.134217728,658.9095775718885
8,84703,258494,3.0517578125,661.2937878264444
39,5821,781,0.134217728,624.1658583306355
22,9095,14211,1.5625,833.4345583099483
43,2980,14211,4.76837158203125,825.769143908188
8,105879,323117,3.0517578125,662.5513694871522
14,11369,1526,0.134217728,696.9538850757735
8,132349,403897,3.0517578125,663.5601825790736
11,400,4657,11.641532182693481,321.64062938522966
39,7276,977,0.134217728,667.8272322882851
22,11369,17764,1.5625,843.5708467249448
11,500,5821,11.641532182693481,353.43853098245194
14,14211,1907,0.134217728,729.476784085566
43,3725,17764,4.76837158203125,853.1175062289949
39,9095,1221,0.134217728,705.8716746233226
11,625,7276,11.641532182693481,385.9810961588994
22,14211,22204,1.5625,851.8216955033855
14,17764,2384,0.134217728,756.926344794869
11,781,9095,11.641532182693481,418.4084116108849
43,4657,22204,4.76837158203125,876.0936549231308
39,11369,1526,0.134217728,738.4961673257317
22,17764,27756,1.5625,858.5150078548002
11,977,11369,11.641532182693481,449.90439049991676
14,22204,2980,0.134217728,779.8542437086403
11,1221,14211,11.641532182693481,479.75654040945415
5,2980,400,0.134217728,349.60291615919874
39,14211,1907,0.134217728,766.1066347426914
22,22204,34694,1.5625,863.9299226129824
43,5821,27756,4.76837158203125,895.2134896229217
11,1526,17764,11.641532182693481,507.4028116231494
9,105879,400,0.0037778931862957163,476.58037837002416
5,3725,500,0.134217728,395.19766314743555
14,27756,3725,0.134217728,798.84452184717
18,105879,400,0.0037778931862957163,461.65724291124826
11,1907,22204,11.641532182693481,532.4605551880072
9,132349,500,0.0037778931862957163,491.8450169560001
22,27756,43368,1.5625,868.3009348396112
5,4657,625,0.134217728,438.06777669038877
39,17764,2384,0.134217728,789.2227917491172
18,132349,500,0.0037778931862957163,488.66404123044396
9,165436,625,0.0037778931862957163,504.6034308142227
11,2384,27756,11.641532182693481,554.7316687958804
43,7276,34694,4.76837158203125,911.0019101670233
14,34694,4657,0.134217728,814.4665759328537
18,165436,625,0.0037778931862957163,512.4145700384713
9,206795,781,0.0037778931862957163,515.1788618434085
5,5821,781,0.134217728,477.2554463627125
11,2980,34694,11.641532182693481,574.1846237219025
22,34694,54210,1.5625,871.8230215655906
9,258494,977,0.0037778931862957163,523.8853650700237
18,206795,781,0.0037778931862957163,532.9546908445942
39,22204,2980,0.134217728,808.4066433930311
5,7276,977,0.134217728,512.2277540486208
11,3725,43368,11.641532182693481,590.9207155580104
32,9095,400,0.04398046511104,640.0103569159388
9,323117,1221,0.0037778931862957163,531.0135693944854
43,9095,43368,4.76837158203125,923.9583420004461
18,258494,977,0.0037778931862957163,550.4685007518982
14,43368,5821,0.134217728,827.2473439843432
9,403897,1526,0.0037778931862957163,536.8233538697476
11,4657,54210,11.641532182693481,605.1341901494089
22,43368,67763,1.5625,874.6570057308559
5,9095,1221,0.134217728,542.8159353360165
18,323117,1221,0.0037778931862957163,565.2261762634184
39,27756,3725,0.134217728,824.2137601887154
32,11369,500,0.04398046511104,684.1556143846379
11,5821,67763,11.641532182693481,617.0742542174435
18,403897,1526,0.0037778931862957163,577.5402404900782
14,54210,7276,0.134217728,837.6573906051017
5,11369,1526,0.134217728,569.1258797251736
43,11369,54210,4.76837158203125,934.5374601178165
22,54210,84703,1.5625,876.9347056517536
11,7276,84703,11.641532182693481,627.0136935576344
39,34694,4657,0.134217728,837.1633874785472
5,14211,1907,0.134217728,591.4463306418827
32,14211,625,0.04398046511104,722.3761475447232
11,9095,105879,11.641532182693481,635.2257576933192
14,67763,9095,0.134217728,846.1063218453647
5,17764,2384,0.134217728,610.1698674222306
22,67763,105879,1.5625,878.7636303136109
43,14211,67763,4.76837158203125,943.1405995841418
11,11369,132349,11.641532182693481,641.9689213963546
39,43368,5821,0.134217728,847.7226367955158
5,22204,2980,0.134217728,625.7324805546145
32,17764,781,0.04398046511104,754.9775518143257
14,84703,11369,0.134217728,852.9439953583008
11,14211,165436,11.641532182693481,647.4781203580893
22,84703,132349,1.5625,880.2311183628077
22,2980,400,0.134217728,274.0838784070216
5,27756,3725,0.134217728,638.571704344445
11,17764,206795,11.641532182693481,651.9607828530698
39,54210,7276,0.134217728,856.3003896117102
43,17764,84703,4.76837158203125,950.114128363602
32,22204,977,0.04398046511104,782.4476870819236
43,206795,400,0.0019342813113834066,830.9780674592838
14,105879,14211,0.134217728,858.4649933016938
5,34694,4657,0.134217728,649.1004025139663
11,22204,258494,11.641532182693481,655.596114177633
22,105879,165436,1.5625,881.4079014600776
22,3725,500,0.134217728,325.2202112339599
5,43368,5821,0.134217728,657.6924229794009
39,67763,9095,0.134217728,863.2473996823206
11,27756,323117,11.641532182693481,658.5363948084455
30,400,9095,22.737367544323206,499.1986721958498
43,22204,105879,4.76837158203125,955.7519914910499
32,27756,1221,0.04398046511104,805.3639456197321
14,132349,17764,0.134217728,862.914652818514
22,132349,206795,1.5625,882.3511202216696
43,258494,500,0.0019342813113834066,857.4378020974065
5,54210,7276,0.134217728,664.6765402005489
11,34694,403897,11.641532182693481,660.9093835777364
30,500,11369,22.737367544323206,521.8678464152446
22,4657,625,0.134217728,379.6533944707424
39,84703,11369,0.134217728,868.8600040453995
30,625,14211,22.737367544323206,542.1640662447015
5,67763,9095,0.134217728,670.3357578947249
14,165436,22204,0.134217728,866.4955724783867
32,34694,1526,0.04398046511104,824.326419410513
22,165436,258494,1.5625,883.1068448663061
43,27756,132349,4.76837158203125,960.3004769676577
22,5821,781,0.134217728,435.6057023953392
30,781,17764,22.737367544323206,559.9567273747236
43,323117,625,0.0019342813113834066,879.6396808682978
5,84703,11369,0.134217728,674.9097899983923
39,105879,14211,0.134217728,873.3856584061215
30,977,22204,22.737367544323206,575.283658948879
14,206795,27756,0.134217728,869.3739541336963
32,43368,1907,0.04398046511104,839.9141556570429
22,206795,323117,1.5625,883.7121616651799
5,105879,14211,0.134217728,678.5992019894629
